timestep,hh_1,hh_2,hh_3
522,1193.1,719.11,549.98
523,734.11,638.2,1170.1
524,56.748,266.06,1290.1
525,56.748,271.14,1370.1
526,243.41,262.14,1370
527,375.14,277.03,2000.1
528,363.12,251.14,379.94
529,340.19,230.09,379.94
530,55.654,233.24,300.07
531,55.654,284.1,240.16
532,74.321,382.22,120.1
533,55.654,346.1,130.24
534,55.654,354.12,130.1
535,55.654,373.12,130.1
536,55.654,366.11,170.44
537,114.33,383.01,160.48
538,302.19,411.17,1080.2
539,202.38,647.22,1300.1
540,48.546,721.09,440.17
541,74.332,380.06,1460.1
542,133,236.11,520.19
543,387.12,235.23,1530.1
544,1338.2,327.06,560.1
545,417.18,456.09,400.42
546,120.43,511.07,470.18
547,61.696,604.99,820.13
548,130.39,1003.1,1230.2
549,55.654,960.12,2310.1
550,50.557,907.19,2620.1
551,45.618,916.11,1700.2
552,53.481,849.11,930.24
553,315.05,904.09,380.06
554,302.21,743.14,310.08
555,175.31,394,330.16
556,50.557,247.01,90.675
557,45.509,249.31,80.294
558,43.738,1045.1,80.294
559,126.33,713.12,70.565
560,47.642,285.24,170.44
561,42.891,278.16,140.23
562,82.124,312.97,700.28
563,136.99,828.09,300.17
564,569.07,582.15,1940
565,165.11,567.11,3400.3
566,132.14,560.09,640.13
567,161.17,596.03,640.1
568,133.32,585.08,990.15
569,328.33,620.14,640.12
570,406.13,582.06,830.14
571,362.12,728.14,790.17
572,362.05,749.11,980.11
573,423.09,1979.1,1030.2
574,300.95,1426.1,1630.1
575,776.06,977.1,580.06
576,574.02,862.23,300.07
577,540.53,814.12,330.19
578,53.481,2033.2,180.32
579,46.465,280.17,80.55
580,51.461,268.2,50.85
581,53.481,252.34,90.28
582,148.07,263.05,510.35
583,205.11,603.19,1250.2
584,53.481,329.94,820.05
585,43.847,228.13,1070.2
586,44.694,221.31,90.024
587,53.481,243.06,100.01
588,55.654,230.24,110.13
589,54.56,223.13,100.01
590,46.686,1128.2,110.13
591,57.678,820.06,90.024
592,165.99,227.21,130.24
593,230.2,299.22,120.26
594,339.14,623.01,1200.2
595,253.31,933.07,380.35
596,54.576,683.03,489.98
597,54.56,306.1,750.18
598,84.549,835.14,2300
599,393.07,767.13,1910.2
600,349.19,676.13,310.08
601,282.33,998.11,300.05
602,73.196,521.03,70.565
603,51.414,326.18,90.28
604,69.374,325.06,70.565
605,54.56,325.06,70.565
